group,time,mu,outcome
14,49,20048.08972127945,19865.84854963019
14,50,20048.88758638476,19937.43438770538
15,1,3664.4840238592437,3632.620457870641
15,2,4822.938840863027,4648.586876234782
15,3,6069.373240249096,6021.041244225562
15,4,7356.743984006072,7448.563053579548
15,5,8641.623608971633,8680.261537870314
15,6,9887.74823222866,9761.62682813597
15,7,11067.59523384069,10970.699345383578
15,8,12162.43879253111,12214.38792187609
15,9,13161.431669211895,13103.378450689766
15,10,14060.19978439122,14037.058072919923
15,11,14859.307562561065,14958.715525391908
15,12,15562.818432293732,15414.705725027541
15,13,16177.066001313624,15966.139466312055
15,14,16709.67542727328,16872.63933786772
15,15,17168.828244584995,17044.38665922705
15,16,17562.740094113975,17591.21268569857
15,17,17899.311906660652,17900.96770916648
15,18,18185.91500140772,17984.68702929813
15,19,18429.274953342,18376.80527142317
15,20,18635.425207476805,18529.944074343595
15,21,18809.707694652887,18818.45648816035
15,22,18956.80334318798,19034.14736386375
15,23,19080.780074847175,19031.68949685419
15,24,19185.14958429415,18969.634870346174
15,25,19272.927022855532,19269.93079029791
15,26,19346.68978597697,19307.620312328007
15,27,19408.633092100794,19379.760564443648
15,28,19460.621077389358,19535.956377421866
15,29,19504.23283172493,19426.62931480449
15,30,19540.803259032502,19492.91749499714
15,31,19571.458930071054,19674.865305485902
15,32,19597.14926137762,19660.147080932766
15,33,19618.673438716873,19471.74290479071
15,34,19636.70353490745,19650.017299498424
15,35,19651.804269763503,19567.576341695116
15,36,19664.449837568947,19687.80634921295
15,37,19675.038194104127,19727.523791205316
15,38,19683.903156787834,19660.41600166857
15,39,19691.32463183942,19810.66295220067
15,40,19697.537243873016,19645.37663529797
15,41,19702.737607367613,19664.739463173788
15,42,19707.090446702987,19679.927254254948
15,43,19710.73374216879,19615.298147506623
15,44,19713.78305352972,19820.409878468727
15,45,19716.33515018961,19823.86506876936
15,46,19718.47105748152,19602.5343409634
15,47,19720.258611820314,19912.042813701944
15,48,19721.75460308037,19868.735119630644
15,49,19723.006570306537,19670.286720011798
15,50,19724.054306452083,19714.063220408323
16,1,3783.6952561838243,3725.4359779125402
16,2,5057.962800691659,4934.979618729468
16,3,6424.319948017228,6318.367798236412
16,4,7823.176463492306,7806.312607624622
16,5,9201.670175269004,9291.891292253682
16,6,10517.99803153311,10481.568230736935
16,7,11742.752917505955,11710.130805563922
16,8,12858.174801473022,12788.544953006036
16,9,13856.257890711906,13860.956142369034
16,10,14736.451880218978,14710.994532764407
16,11,15503.433040904472,15375.967708343078
16,12,16165.193957554467,16162.597707540937
16,13,16731.540656798166,16707.164027235824
16,14,17212.989965183642,17245.085333226692
16,15,17620.012464750882,17654.670813988567
16,16,17962.55023887235,17917.92667242487
16,17,18249.739992325754,18325.668070407617
16,18,18489.781730073344,18697.629537267858
16,19,18689.905359029228,18708.2330577199
16,20,18856.399355134265,18719.79716358265
16,21,18994.675702898625,18969.768478921687
16,22,19109.35330172343,19171.561531653875
16,23,19204.348053592075,19279.35220595603
16,24,19282.962206593296,19367.316504243052
16,25,19347.96857952264,19300.838809763172
16,26,19401.68735878846,19287.855899098355
16,27,19446.05450989683,19499.060431109403
16,28,19482.681692942893,19721.42300956443
16,29,19512.90807294974,19322.28654115039
16,30,19537.84468637603,19527.761242162003
16,31,19558.4121458705,19605.47261333855
16,32,19575.37249254273,19504.17615796698
16,33,19589.355976641516,19610.36341104439
16,34,19600.88348871994,19579.668446199623
16,35,19610.385290317012,19724.883314845014
16,36,19618.216616001777,19511.653955479116
16,37,19624.670643324698,19529.311798821043
16,38,19629.98925713683,19617.42808194264
16,39,19634.371971481978,19528.070697552583
16,40,19637.983316379865,19663.76160156393
16,41,19640.958948196298,19686.57412752633
16,42,19643.41070047987,19701.955078901752
16,43,19645.43075649415,19537.47413303282
16,44,19647.0950944868,19692.522444778093
16,45,19648.466331310832,19907.75970112347
16,46,19649.59606868745,19543.066621599955
16,47,19650.526828573573,19612.18683607084
16,48,19651.293649236126,19554.053058551974
16,49,19651.925401273118,19528.990722054277
16,50,19652.44587255632,19659.699017449322
17,1,3727.816463777058,3764.5500002712783
17,2,4965.623947589406,5213.111069770339
17,3,6294.148724296664,6269.178903166803
17,4,7657.301159531452,7666.247710285082
17,5,9004.833440617922,9064.095930012989
17,6,10296.470226738262,10310.98722906131
17,7,11503.329937503062,11561.792018406508
17,8,12607.40978364113,12472.482903280898
17,9,13599.965198423808,13519.210445254337
17,10,14479.45395151924,14395.426442767623
17,11,15249.491377459854,15393.98261882314
17,12,15917.061761360854,15889.321867804867
17,13,16491.083992064014,16568.74253046715
17,14,16981.33812867578,16934.620612290004
17,15,17397.71159974728,17683.768667895987
17,16,17749.705017019587,17745.10241500862
17,17,18046.135954925358,18148.970700061767
17,18,18294.985964785086,17998.931112123933
17,19,18503.346204053476,18663.684139958383
17,20,18677.42738943099,18651.737953164913
17,21,18822.608909486495,18783.04177497641
17,22,18943.509360186905,19068.190004055992
17,23,19044.066486589996,19014.390293223052
17,24,19127.61873903004,19149.893601935
17,25,19196.983666982287,19260.63704889533
17,26,19254.5304580049,19256.28116709312
17,27,19302.245324319443,19513.909812163143
17,28,19341.789339875104,19490.582620818645
17,29,19374.5488849468,19485.59780393981
17,30,19401.679173596614,19370.779418701313
17,31,19424.141501041424,19500.220781717857
17,32,19442.73490898663,19472.252791471416
17,33,19458.122965820465,19409.179061291554
17,34,19470.85632120777,19463.28364254557
17,35,19481.391638224202,19444.464592089837
17,36,19490.107441737095,19408.969495933365
17,37,19497.317356084488,19344.24860665074
17,38,19503.28114223774,19386.42172820253
17,39,19508.213886719463,19586.76283064921
17,40,19512.29364256816,19430.148261260318
17,41,19515.667776839626,19453.797235861
17,42,19518.458239322885,19312.67406056897
17,43,19520.765932895127,19508.691072122634
17,44,19522.674336701024,19411.43061795129
17,45,19524.25250853641,19711.624496373373
17,46,19525.557571874335,19561.54650062341
17,47,19526.636775359733,19425.560182888592
17,48,19527.529197833755,19478.140687843264
17,49,19528.2671596013,19474.792583915376
17,50,19528.87739035027,19341.543105399804
18,1,3681.035979029752,3637.073119186092
18,2,4853.456587192584,4912.432573577142
18,3,6114.112608006393,6116.090664091539
18,4,7414.490500170931,7493.115476969867
18,5,8710.056228338459,8737.135415220038
18,6,9963.892937728098,9965.180488545278
18,7,11148.255169475597,11310.455505811953
18,8,12244.535786072578,12143.776190591923
18,9,13242.236770640231,13083.34250098567
18,10,14137.459155666034,14232.753923987037
18,11,14931.284613247948,14790.892165850395
18,12,15628.277199991378,15785.648556844166
18,13,16235.21872734326,16229.504744611482
18,14,16760.11250258781,16635.01943218746
18,15,17211.44339316794,17063.24741295799
18,16,17597.658966922612,17586.845453403366
18,17,17926.828611291272,17919.379244702122
18,18,18206.43851772961,18122.331129600876
18,19,18443.285721676777,18461.269692478705
18,20,18643.441204987048,18583.302585763144
18,21,18812.25882965731,18836.599477913725
18,22,18954.412826447417,18987.126488063404
18,23,19073.95144529221,19033.88976635585
18,24,19174.358186773254,19186.64706944452
18,25,19258.614900393895,19139.6010690685
18,26,19329.263124110337,19287.142575375536
18,27,19388.461518687167,19424.1194798358
18,28,19438.038268405107,19407.236184374917
18,29,19479.537998503984,19638.314320016274
18,30,19514.263195283984,19489.475262706
18,31,19543.310379705577,19463.31011977924
18,32,19567.601433358795,19531.667401733906
18,33,19587.910545684368,19572.389617955298
18,34,19604.887270891082,19495.049951612826
18,35,19619.076171320452,19716.639469157704
18,36,19630.933494167148,19616.288777800994
18,37,19640.84128922799,19741.882252965363
18,38,19649.119332420447,19489.535891735883
18,39,19656.03517676185,19709.799754027023
18,40,19661.812611466456,19786.556972539398
18,41,19666.638771968446,19890.585927991582
18,42,19670.670109550978,19643.731897287144
18,43,19674.03739899127,19757.4387690775
18,44,19676.84993611113,19718.428364052146
18,45,19679.199054104123,19622.29386303516
18,46,19681.16106767852,19774.48512627244
18,47,19682.799737066678,19892.823059099985
18,48,19684.168329465403,19812.39166788898
18,49,19685.311343166217,19570.664416377185
18,50,19686.26594921166,19664.06072220377
19,1,3770.2782626533008,3670.8959936535866
19,2,4955.201211842698,4953.345453753852
19,3,6228.0771227588075,6187.231327122108
19,4,7540.86046496852,7666.429516945898
19,5,8849.39482008122,8954.711678893884
19,6,10116.963881805652,10077.952423528644
19,7,11315.832700753892,11369.202150979947
19,8,12427.249161721122,12589.107545215551
19,9,13440.469692476005,13419.67605232669
19,10,14351.30459873431,14452.725979261197
19,11,15160.544619341616,15317.101362765685
19,12,15872.49340614195,15822.617630340577
19,13,16493.720061574208,16625.44039402892
19,14,17032.069251148758,17061.96465915447
19,15,17495.920149897516,17415.94866875362
19,16,17893.661959594625,17990.485625765778
19,17,18233.345216890826,18486.62089578255
19,18,18522.468385213884,18455.76442737119
19,19,18767.863918055176,18706.84561110894
19,20,18975.65433659365,18935.073164776535
19,21,19151.255308923948,18887.45040917707
19,22,19299.408473012987,19198.193594041597
19,23,19424.231515856445,19332.45055335134
19,24,19529.27678003341,19476.472967757752
19,25,19617.592519233167,19482.292466694806
19,26,19691.78301875085,19740.53260731108
19,27,19754.065292968062,19731.683926240235
19,28,19806.321111155252,19791.807284633
19,29,19850.14380362795,19822.982907276084
19,30,19886.879756012648,19845.6496592341
19,31,19917.664781853637,19877.846165086932
19,32,19943.455726484033,19946.34375045549
19,33,19965.057736973853,20011.240695152297
19,34,19983.147661926218,20078.218295670453
19,35,19998.29404048536,20064.348214856258
19,36,20010.974115626548,20077.867464167753
19,37,20021.588271718214,20046.401475646362
19,38,20030.472256473342,20130.79812544761
19,39,20037.907506566276,20149.342299020194
19,40,20044.129856718224,20030.128722065394
19,41,20049.336875277822,20045.43044975702
19,42,20053.69403590489,20033.210344725572
19,43,20057.339905138626,20018.071526873147
19,44,20060.390499362184,20032.82091234045
19,45,20062.942941772573,20043.489218982322
19,46,20065.078530153354,20078.853445622986
19,47,20066.865309216304,20061.216616987876
19,48,20068.360226708846,20083.611090269627
19,49,20069.610940070354,20070.332531044747
19,50,20070.657329877107,20056.48466666263
20,1,3640.14874142543,3747.7229682916013
20,2,4784.240139597682,4861.5006929049805
20,3,6014.628158992857,5995.601253218132
20,4,7285.245123327855,7230.773932572332
20,5,8553.553896974414,8568.663441572242
20,6,9783.997725910025,9733.337980806822
20,7,10949.54193746733,10969.631402888715
20,8,12031.738665293617,12138.16869625844
20,9,13019.843477086024,13102.39501427285
20,10,13909.454388075339,13814.26731691791
20,11,14701.020613717981,14838.76814476971
20,12,15398.43983977174,15407.27245925089
20,13,16007.857550958854,15788.205612003754
20,14,16536.70815588113,16637.527899206983
20,15,16992.992458496585,17009.060228382143
20,16,17384.762552448592,17337.46891216355
20,17,17719.776249497838,17827.54654363516
20,18,18005.28281045742,17889.430157976014
20,19,18247.905837728766,18323.212717962473
20,20,18453.59503091529,18484.085855903857
20,21,18627.624551814028,18626.323740608736
20,22,18774.621207407596,18552.27191596804
20,23,18898.610226086235,18862.213586288388
20,24,19003.0700255747,18954.15222912181
20,25,19090.990135614946,19190.258232063446
20,26,19164.92848169372,19178.5845038956
20,27,19227.065704133493,19390.325061336716
20,28,19279.255213138567,19443.73754708404
20,29,19323.068377241707,19185.537782850508
20,30,19359.834699825133,19295.0746182889
20,31,19390.67712520549,19292.807938080274
20,32,19416.54278406208,19435.516142808963
20,33,19438.229575782774,19724.67278403527
20,34,19456.409019936582,19500.0392783189
20,35,19471.64580984529,19387.97304761931
20,36,19484.414481484815,19579.291058838935
20,37,19495.113579779678,19700.353790431083
20,38,19504.077667787344,19563.993296655164
20,39,19511.587486188062,19546.793360008898
20,40,19517.87853330355,19511.298758657624
20,41,19523.14830096198,19647.784672841604
20,42,19527.562369634616,19495.033167795522
20,43,19531.259537680904,19288.897733318106
20,44,19534.356134270998,19485.116231245982
20,45,19536.949643458578,19358.575856614592
20,46,19539.12174771381,19698.700886137754
20,47,19540.940882714756,19354.6006165807
20,48,19542.46438104194,19596.05572773085
20,49,19543.74027033856,19482.681740542495
20,50,19544.808781220014,19555.846050687465
21,1,3821.0502291410958,3726.8132580691167
21,2,5050.335682550074,5064.209318482291
21,3,6372.204584868773,6223.798335643883
21,4,7734.796527505908,7651.655541043742
21,5,9090.683073771523,9241.169485930292
21,6,10400.76656701924,10120.96519124706
21,7,11635.894557465666,11737.73837973135
21,8,12776.752138617847,12809.253583980535
21,9,13812.690262755053,13765.348578327805
21,10,14740.055967702729,14795.60220671295
21,11,15560.427899496632,15619.722833317119
21,12,16278.9999782999,16186.77153222964
21,13,16903.229948969198,16988.173277620546
21,14,17441.784683342536,17501.773692364404
21,15,17903.76470967561,17942.960046973145
21,16,18298.166800635983,18494.521888372008
21,17,18633.53625195318,18460.35117329012
21,18,18917.762528552455,18886.198444649166
21,19,19157.97835186866,19236.449566830688
21,20,19360.53006604542,19241.713395906263
21,21,19530.99462807043,19643.7055844792
21,22,19674.225070111173,19873.924198370634
21,23,19794.411548131633,19944.774241685187
21,24,19895.1491573673,19942.047929144628
21,25,19979.50672218544,20141.881463591017
21,26,20050.092951827235,20010.84133066523
21,27,20109.11788432353,20122.11306362663
21,28,20158.44858256712,20120.117669773546
21,29,20199.658732010255,20175.272821187456
21,30,20234.072221793,20252.29112114666
21,31,20262.801047691082,20436.27032744566
21,32,20286.77801277021,20305.48707304969
21,33,20306.78476066125,20408.872896576115
21,34,20323.47568546961,20408.813806405848
21,35,20337.39824118352,20265.85080187898
21,36,20349.010135343564,20445.243234450507
21,37,20358.6938454539,20409.150693276137
21,38,20366.768847773827,20256.61512249935
21,39,20373.501900184892,20285.6754551741
21,40,20379.11567578265,20321.993906858363
21,41,20383.796002728413,20436.403198523665
21,42,20387.697929129758,20253.467166683553
21,43,20390.950799325263,20510.132339342406
21,44,20393.662499728707,20340.361773532804
21,45,20395.923008013473,20296.74813354306
21,46,20397.80735850776,20438.02842307921
21,47,20399.37811882797,20442.645365603177
21,48,20400.687457616692,20490.84464534625
21,49,20401.77887041392,20348.911064943757
21,50,20402.688619850185,20313.144078309313
22,1,3834.8049473168585,3967.00341543134
22,2,5092.447407699377,5167.709056259415
22,3,6442.430409320952,6488.367971420471
22,4,7829.12772725969,7766.03216448753
22,5,9202.428646390466,9168.833209596394
22,6,10521.838410074775,10590.723685686939
22,7,11757.972943160537,11882.354737643318
22,8,12892.162404125136,12841.406520489856
22,9,13914.948474059782,13921.522955856337
22,10,14824.120392732846,14713.921017093115
22,11,15622.728269235626,15716.765209931824
22,12,16317.321559394564,16379.613350933423
22,13,16916.51842600465,17015.08866811276
22,14,17429.92101169772,17336.18286498891
22,15,17867.342471051845,18074.817651551617
22,16,18238.29093118469,18155.960798373228
22,17,18551.652044215996,18533.32303040025
22,18,18815.517217955763,18912.868440698665
22,19,19037.11367127592,19168.73977160095
22,20,19222.80212523599,19081.954153391503
22,21,19378.116696709243,19457.38743634974
22,22,19507.828817551355,19442.149561501603
22,23,19616.022675259977,19754.2176466568
22,24,19706.173919346933,19597.442566194874
22,25,19781.226449727088,19534.33030930764
22,26,19843.664256647357,19893.630868482483
22,27,19895.576745060876,19985.366871938266
22,28,19938.716937790294,20001.64450290847
22,29,19974.552557676012,19995.248311622436
22,30,20004.310349044186,19860.834330767753
22,31,20029.014193437484,19836.524254812182
22,32,20049.517660782843,20052.74150751785
22,33,20066.531654917726,19988.081505608236
22,34,20080.647788946328,20148.035273197554
22,35,20092.35807951866,20235.99709489111
22,36,20102.071491754272,20113.273846118052
22,37,20110.127805730604,20107.01078466415
22,38,20116.80921581553,20054.98639669376
22,39,20122.350018256362,20056.8392767105
22,40,20126.944691662826,20126.97625440178
22,41,20130.75462983776,20099.635107612197
22,42,20133.91374681226,20195.13937340779
22,43,20136.533139637137,20216.412890091433
22,44,20138.70496502208,20079.511345719136
22,45,20140.50566078652,20182.475491396777
22,46,20141.99862176903,20198.20233220939
22,47,20143.236421835194,20222.958893503113
22,48,20144.262658465042,20280.86535001683
22,49,20145.113483675406,19998.02146000064
22,50,20145.81887437321,20038.589494462816
23,1,3538.256269042939,3447.3654885543147
23,2,4602.766772162566,4722.906628813989
23,3,5746.200288913454,5572.526754226062
23,4,6928.984113963124,7079.381312977536
23,5,8114.151549848933,8154.821377396659
23,6,9270.226329894665,9365.57584397165
23,7,10372.633988865151,10433.327455330205
23,8,11403.932483585757,11495.365401070561
23,9,12353.245415605255,12434.901954465577
23,10,13215.255574880453,13202.700502369578
23,11,13989.036269507353,13992.405365059976
23,12,14676.906248010053,14702.146708921626
23,13,15283.414214508279,15138.278481513393
23,14,15814.499542817619,15893.509213782898
23,15,16276.83682083815,16335.968938616765
23,16,16677.349483145765,16544.64010479771
23,17,17022.867264915436,17172.222630935557
23,18,17319.899277971555,17387.22640118126
23,19,17574.49591515068,17641.228377727035
23,20,17792.176297273498,17880.795595507057
23,21,17977.902189016844,17934.636298608497
23,22,18136.083433944685,18085.99767759039
23,23,18270.60360584551,18217.738409731093
23,24,18384.857600997857,18289.901755330247
23,25,18481.795299909478,18492.88730152437
23,26,18563.967271555433,18635.170057326843
23,27,18633.56986850128,18671.38493735038
23,28,18692.488060796903,18842.267479627317
23,29,18742.33506484748,18780.291641293556
23,30,18784.48831216899,18640.58593470001
23,31,18820.12162971947,18843.33919671081
23,32,18850.233713358615,18840.32348370169
23,33,18875.673103121604,18861.370630241214
23,34,18897.15993884294,18861.344738595642
23,35,18915.304805823318,18928.497413518897
23,36,18930.624986052768,18726.638030814483
23,37,18943.558420423087,18982.253410354366
23,38,18954.475667931627,18880.387314772015
23,39,18963.69012355329,18826.20990681689
23,40,18971.466730196382,18979.10610000153
23,41,18978.02939386127,19001.09589306854
23,42,18983.567285954585,19113.32072932717
23,43,18988.24019333796,18893.62565842517
23,44,18992.18305543471,18852.53450263343
23,45,18995.509808684616,19153.736164687452
23,46,18998.316641792047,18792.00462810667
23,47,19000.684750438508,19107.659736263122
23,48,19002.68266726411,18968.198590098524
23,49,19004.36823178089,18986.415634911704
23,50,19005.790255276326,18824.8786063687
24,1,3812.7989240545558,3786.4610773145932
24,2,4972.3790346858505,5027.652225496741
24,3,6215.805507515332,6061.920702670052
24,4,7498.513738660864,7518.522222628759
24,5,8779.339096636448,8659.326205765923
24,6,10023.714150276088,9972.375235972358
24,7,11205.12830820417,11093.018388697335
24,8,12305.231617053372,12477.539956322942
24,9,13313.05395623019,13294.324586259138
24,10,14223.763942465128,14331.891713406216
24,11,15037.286100817639,15101.250140988477
24,12,15756.981720073505,15710.120467725044
24,13,16388.504225733504,16413.92814093471
24,14,16938.872018876977,16991.015060611815
24,15,17415.758941688233,17335.820356302305
24,16,17826.979301261985,17815.565302066665
24,17,18180.13458859673,17936.910340042676
24,18,18482.387488748765,18546.938620110024
24,19,18740.33169319953,18918.332513916088
24,20,18959.93088921066,19092.47970513896
24,21,19146.505610676566,19107.59944880501
24,22,19304.751587836283,19316.604694320737
24,23,19438.77747263879,19361.330475694966
24,24,19552.153247498445,19462.862708892757
24,25,19647.963290593874,19821.226554684352
24,26,19728.86007529285,19823.735391039136
24,27,19797.115946954924,19759.128736186183
24,28,19854.671464308973,19837.2037721317
24,29,19903.1795164785,20073.44865327481
24,30,19944.044913769372,20150.627100558413
24,31,19978.459466008335,19937.962511652477
24,32,20007.43275650044,19966.40434532536
24,33,20031.81892981674,19995.1436118675
24,34,20052.339864855385,19940.09386516126
24,35,20069.60512048034,19863.628317717586
24,36,20084.129033315046,20218.626025782254
24,37,20096.345325503222,20109.16961314194
24,38,20106.61955092987,20063.271779929048
24,39,20115.259675821675,20063.346133074007
24,40,20122.525056579077,20224.440276499517
24,41,20128.634045829436,20141.61826239177
24,42,20133.77042800399,20115.713260423294
24,43,20138.088858718016,20024.101146725694
24,44,20141.719458045824,20019.454655033634
24,45,20144.771686404038,20146.599192770213
24,46,20147.337613043244,20248.88821186788
24,47,20149.49467089083,20138.026897797845
24,48,20151.307977448665,20212.991709377176
24,49,20152.83228938333,19988.76568646109
24,50,20154.11364811657,20153.937429396807
25,1,3785.4241298696197,3737.808784149824
25,2,4949.345023304915,5006.356209261977
25,3,6198.74410242111,6057.784222939798
25,4,7488.218645238147,7376.61056790461
25,5,8775.817707883161,8671.555156824166
25,6,10026.350241629782,10027.135320370378
25,7,11212.888545715541,11054.941347581736
25,8,12316.865987682264,12308.592392843424
25,9,13327.261422939364,13269.885375166852
25,10,14239.31245725335,14164.409906101779
25,11,15053.088009429955,15157.767456285817
25,12,15772.131879774954,15588.607884960942
25,13,16402.290326753937,16300.657816041228
25,14,16950.76627478219,17058.241027742264
25,15,17425.398781239102,17450.353876774967
25,16,17834.14280061248,17909.046691883323
25,17,18184.714597958486,18060.11619085783
25,18,18484.366939158812,18391.27027808065
25,19,18739.761466107124,19035.26446543614
25,20,18956.9108626755,18943.90477302349
25,21,19141.168997395238,19203.599284025364
25,22,19297.252383446415,19282.849527658815
25,23,19429.280677222967,19471.45349894511
25,24,19540.827460782126,19602.36719254296
25,25,19634.975276376885,19733.507178373377
25,26,19714.370918247638,19619.937238238173
25,27,19781.27846849207,19744.610812620307
25,28,19837.62861329684,19868.979209489073
25,29,19885.06349902505,20041.90191265679
25,30,19924.97687069791,19919.86556552714
25,31,19958.549545576236,19927.930137953015
25,32,19986.78046292039,19893.094693927455
25,33,20010.513655471863,20025.28868185534
25,34,20030.461536303475,20077.087075488736
25,35,20047.224906097184,20011.907284355922
25,36,20061.31007443115,19941.331677191174
25,37,20073.14346379616,20030.39421015433
25,38,20083.084033229014,20012.06403694747
25,39,20091.433823862943,20175.574773424163
25,40,20098.446894034292,20156.276136046985
25,41,20104.336878472317,20099.00421079743
25,42,20109.283375442505,20105.196134735586
25,43,20113.437337944415,20033.420029233417
25,44,20116.9256203093,20243.070284893092
25,45,20119.854809735793,20077.808603308004
25,46,20122.314453269537,20092.38899759711
25,47,20124.379774240526,20120.452526046218
25,48,20126.113957963094,20086.70320935048
25,49,20127.570074317515,20141.169960365074
25,50,20128.792694420117,20092.05757042914
26,1,4014.6464450996145,3985.1380983590066
26,2,5351.558434298531,5269.24718928022
26,3,6784.128180015177,6919.797073754429
26,4,8250.919267762269,8320.97348721132
26,5,9697.332262662954,9664.771378268893
26,6,11080.029312665794,11023.177957333966
26,7,12368.338289924206,12475.347791627966
26,8,13543.538377517156,13543.61080255001
26,9,14596.968958073037,14534.064574961316
26,10,15527.706252624956,15460.996491228609
26,11,16340.292815062025,16344.785565798249
26,12,17042.77797919418,17159.535605545974
26,13,17645.165377594596,17510.151534427925
26,14,18158.265239563018,18236.35610476006
26,15,18592.89939097334,18565.19629828188
26,16,18959.38895183773,18891.86803001079
26,17,19267.254982386046,19462.844164100912
26,18,19525.071311741664,19416.7308803564
26,19,19740.420719087215,19924.4638177566
26,20,19919.917406814016,19851.72579336654
26,21,20069.26888999137,20158.21016411084
26,22,20193.35858868385,20086.200188132272
26,23,20296.33661494565,20480.10260086174
26,24,20381.710776792075,20567.720575847037
26,25,20452.433017584935,20381.51671077073
26,26,20510.978692654804,20455.751392741055
26,27,20559.417527149166,20378.23802510576
26,28,20599.47601469689,20588.33926195375
26,29,20632.591567850308,20790.566449169437
26,30,20659.95903720767,20743.778472271446
26,31,20682.570361319962,20797.924387369672
26,32,20701.248152957483,20849.591010105683
26,33,20716.674009304785,20719.450989182893
26,34,20729.412281026325,20693.300819247615
26,35,20739.92996538811,20701.34323501039
26,36,20748.613312779853,20882.737509619423
26,37,20755.78166075571,20527.65591556404
26,38,20761.698938913854,20798.817836729988
26,39,20766.583223511145,20666.286044795706
26,40,20770.61466342443,20683.262386101393
26,41,20773.942048970424,20852.09229102473
26,42,20776.68825181802,20860.6118064433
26,43,20778.954727187713,20850.486181374108
26,44,20780.825238062236,20956.083762358096
26,45,20782.368934543858,20869.5813239094
26,46,20783.64289912957,20633.312153868537
26,47,20784.69424993241,20958.53339486963
26,48,20785.561878212906,20919.77185007567
26,49,20786.27788352445,20782.847084751687
26,50,20786.868758907556,20664.25564775789
27,1,3724.716101007595,3803.337140496344
27,2,4986.260930241905,4969.01103482474
27,3,6342.570603312945,6457.519468044204
27,4,7734.84307152124,7656.377116669281
27,5,9110.453964471275,9087.547453818252
27,6,10427.389198517158,10565.925186875524
27,7,11655.734642671801,11666.39959703127
27,8,12777.077630965183,12839.088440297546
27,9,13782.733104528686,13829.127480257821
27,10,14671.523942597873,14763.003357938078
27,11,15447.59492582187,15381.989418531817
27,12,16118.517988086474,16081.165718064398
27,13,16693.78697877638,16615.005861465088
27,14,17183.702697891076,17164.671968420807
27,15,17598.599277303678,17687.86351986122
27,16,17948.344740928016,17979.08067998707
27,17,18242.048363018162,18254.39548937085
27,18,18487.9159382859,18488.7543299296
27,19,18693.205568851376,18791.993382686578
27,20,18864.24796788437,18843.673642424532
27,21,19006.5051640198,18916.361937959435
27,22,19124.649420458172,19044.31980280587
27,23,19222.650213713605,19271.2495957041
27,24,19303.86152023333,19473.9101984011
27,25,19371.104764732827,19585.08656020841
27,26,19426.744904758074,19445.57187257454
27,27,19472.7585259747,19407.968812517774
27,28,19510.793710949587,19534.742569217102
27,29,19542.221978718004,19412.943719029103
27,30,19568.18288878104,19524.368427599733
27,31,19589.622043676543,19625.825263985833
27,32,19607.32326623106,19520.764917985005
27,33,19621.93571009018,19793.302166007663
27,34,19633.99661117937,19652.981986162857
27,35,19643.950320301083,19485.53961113401
27,36,19652.164183810622,19758.41333665944
27,37,19658.941766698135,19678.522839850924
27,38,19664.53384411286,19788.33033004384
27,39,19669.147525264427,19606.777803259163
27,40,19672.953818451562,19751.462642321618
27,41,19676.09389773687,19756.476191492053
27,42,19678.684290146444,19694.486096491026
27,43,19680.821166657308,19663.18100103019
27,44,19682.583889992144,19668.056726047154
27,45,19684.03794670285,19710.18686650985
27,46,19685.237369556657,19617.28648759999
27,47,19686.226738255787,19642.15758630621
27,48,19687.0428315017,19776.392850881683
27,49,19687.715990897876,19707.487998501118
27,50,19688.27124677402,19609.46535790713
28,1,3556.555350205593,3568.277334177123
28,2,4623.964838791105,4658.4579377063355
28,3,5771.54939784597,5651.58711609089
28,4,6960.075761692452,7051.597754697451
28,5,8152.720893024744,8216.595086755531
28,6,9317.957202504338,9315.24277639212
28,7,10431.001018141365,10301.254315951493
28,8,11474.096859496292,11581.3643557388
28,9,12436.005070845787,12305.911956389487
28,10,13311.040923468876,13269.25762497637
28,11,14097.93866989787,14042.47060554943
28,12,14798.726290777835,14885.58980298031
28,13,15417.719006175483,15477.68147814969
28,14,15960.6810072881,15899.129063925484
28,15,16434.1658269638,16591.494726571622
28,16,16845.022918526716,17004.2465205474
28,17,17200.046886727843,17330.005496840193
28,18,17505.742316534262,17644.89201686047
28,19,17768.17809056042,17759.412398212655
28,20,17992.908255145816,18095.666028661108
28,21,18184.940477785494,18220.762160102542
28,22,18348.73712051078,18285.36749080385
28,23,18488.23752223394,18433.022010144043
28,24,18606.893075216038,18811.725654485308
28,25,18707.709076645715,18658.755546387973
28,26,18793.28918846074,18844.00056346128
28,27,18865.879729559827,18736.211710972326
28,28,18927.412042743934,18793.84825132353
28,29,18979.541905830785,18780.611426485586
28,30,19023.685462371304,19106.1650953538
28,31,19061.05148924135,19045.974741138438
28,32,19092.670040883,19116.20799453867
28,33,19119.41764741765,18875.849138330806
28,34,19142.039321935943,19086.293888844077
28,35,19161.167669878145,19215.20028849075
28,36,19177.339404212344,19134.67771760781
28,37,19191.009563814114,19312.97638287959
28,38,19202.563715845794,19267.082855788274
28,39,19212.328400688868,19181.881391277042
28,40,19220.580053227444,19246.348257784324
28,41,19227.552609051225,19331.4431249194
28,42,19233.443979716583,19080.355848558815
28,43,19238.421558320508,19394.345613813493
28,44,19242.626895695386,19312.818364330054
28,45,19246.179668676417,19241.818784255327
28,46,19249.181045132038,19179.14586332529
